% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=425882, Fri Nov 19 11:24:14 2021, <python>{}</python>
1 10 0.47491980880162593 0 0 0.48320503165172435 0.46656258424030783 0.4881629709566975 0.4875464580851181 0.47305123232838864 0.4802229140698755 0.46179775083587804 0.4449883207508883
2 20 0.4349122579126942 0 0 0.44412641575898804 0.4387348579573229 0.44028159966170843 0.4551702618768317 0.42239398429558134 0.42967624052803466 0.4352761134100606 0.39111712374855934
3 30 0.43139284119713583 0 0 0.4401751027416709 0.435805641176013 0.4092373878326828 0.44913110993248884 0.4021225380998859 0.44757237457407884 0.42897412052268213 0.38941683350357914
4 40 0.4303540273401116 0 0 0.43678410390974004 0.42282044441519223 0.3895034972559189 0.47073536223967216 0.3874680189868904 0.4549842045326882 0.4149091518544106 0.4026970967705714
5 50 0.44588478260318043 0 0 0.4567737327704248 0.42292964597004723 0.41392961189770894 0.47441963653132635 0.40586893390904993 0.4711932276047679 0.41869913674941517 0.4319757326974589
6 60 0.4680579443133522 0 0 0.4677731866901626 0.42800772530181264 0.4173969705332238 0.5089613761164812 0.43026965849249116 0.49204343344429374 0.4763257328822407 0.4558779258443494
7 70 0.4870587597707548 0 0 0.49209286823602444 0.4426552759360631 0.42092193109213044 0.5310165723701739 0.4512920406028364 0.5089802979477118 0.5126661488582452 0.47795339226752714
8 80 0.533608665994984 0 0 0.5487691852522445 0.4829494075433914 0.44612640703282197 0.5823634827899761 0.4955305723174046 0.568462256942626 0.5814274618585484 0.5247929440894264
9 90 0.4990704743298672 0 0 0.5192981650047769 0.4490301622243241 0.3946410577238702 0.5395134022384951 0.44396521746571127 0.5378946951648725 0.5563517097951179 0.48333973096026017
10 100 0.5003803728859207 0 0 0.5105757888858654 0.4607478805970901 0.3900376962775558 0.5369355912428315 0.4458465899894516 0.5929545416562158 0.5780348443141549 0.47383770854752433
11 110 0.5150767329511945 0 0 0.5356128193061166 0.4594907474234799 0.38894655202097217 0.5568821830618464 0.46177560625505126 0.6424501415155522 0.5982667449839993 0.4870017694276803
12 120 0.503519484504587 0 0 0.5084758369032296 0.44801509275633034 0.3552321029676414 0.5500744032508458 0.444503736744943 0.630335090639059 0.6214326462618296 0.4681803716039122
13 130 0.5248351301782662 0 0 0.5419161603635141 0.46503184431130035 0.36554716679836313 0.5566430642350695 0.47719039956173515 0.6501063706349461 0.6616783114620742 0.4775810865005485
14 140 0.5248069470948928 0 0 0.5437314548184858 0.4756954782552715 0.3666014180169983 0.5575040883621348 0.4695299512194499 0.6493577842693958 0.6406233409908211 0.45274104103803403
15 150 0.5113853831362968 0 0 0.530586615822287 0.46829610853562686 0.3461414390458557 0.5706671658640936 0.45280013063751473 0.6258550093722772 0.6503660057352121 0.440747457588183
16 160 0.5001247245403072 0 0 0.5407522802776589 0.4557953148136431 0.3389044034409463 0.5453460789007607 0.42594130268221597 0.5956591234781339 0.6231044613265149 0.43244243376360775
17 170 0.48655645372351164 0 0 0.5282603039195674 0.43987938460052034 0.3278952098566328 0.539479465481119 0.3899010686905348 0.5914330177769755 0.6112685732155353 0.4180043255093414
18 180 0.5335520436901241 0 0 0.580873035260224 0.49054750053555457 0.3399111722877366 0.6478987010827035 0.41803659659343834 0.6766210400735617 0.6555028306802012 0.47242183552294165
19 190 0.4960890085993224 0 0 0.5149533091086709 0.4437441680933858 0.3020486455988057 0.6187149935987718 0.39017410478740416 0.6489373512614613 0.6291567392830025 0.42801508435528507
20 200 0.4783591248304197 0 0 0.486667379404945 0.42551107906852365 0.29574420674835805 0.5853244492422512 0.38413643238013606 0.6067352245273526 0.5965539155880704 0.4014064499129092
